date,humidity,wind_speed,temperature,precipitation,region_id
2021-09-01,81.21,1.22,22.62,0.00,2304053
2021-09-02,81.46,1.26,23.32,0.00,2304053
2021-09-03,70.29,1.24,23.95,0.00,2304053
2021-09-04,67.38,1.30,23.55,0.00,2304053
2021-09-05,69.83,1.57,23.76,0.00,2304053
2021-09-06,82.92,2.76,20.67,30.00,2304053
2021-09-07,95.96,1.53,20.66,11.00,2304053
2021-09-08,86.39,1.19,22.26,0.00,2304053
2021-09-09,85.83,0.85,23.05,0.00,2304053
2021-09-10,84.92,1.26,23.52,0.00,2304053
2021-09-11,81.75,1.25,23.50,0.00,2304053
2021-09-12,80.04,1.36,24.15,0.00,2304053
2021-09-13,74.83,1.39,24.60,0.00,2304053
2021-09-14,70.21,1.55,24.15,0.00,2304053
2021-09-15,64.75,1.98,23.40,0.00,2304053
2021-09-16,58.67,1.88,23.70,0.00,2304053
2021-09-17,59.71,1.71,23.47,0.00,2304053
2021-09-18,69.00,1.40,24.08,0.00,2304053
2021-09-19,64.04,1.60,23.66,0.00,2304053
2021-09-20,69.88,2.92,23.77,40.50,2304053
2021-09-21,81.96,2.20,21.83,13.50,2304053
2021-09-22,65.46,2.93,21.84,0.00,2304053
2021-09-23,67.54,1.96,21.15,0.00,2304053
2021-09-24,64.50,1.29,22.35,0.00,2304053
2021-09-25,69.26,1.37,21.87,0.00,2304053
2021-09-26,60.38,1.48,22.76,0.00,2304053
2021-09-27,70.33,1.29,21.82,0.50,2304053
2021-09-28,81.50,1.95,21.50,13.00,2304053
2021-09-29,91.21,1.12,19.07,2.00,2304053
2021-09-30,83.33,1.31,21.05,0.00,2304053
2021-10-01,76.58,1.93,21.43,7.00,2304053
2021-10-02,80.58,1.47,21.31,0.00,2304053
2021-10-03,66.88,1.93,22.95,0.00,2304053
2021-10-04,80.13,3.12,24.56,0.00,2304053
2021-10-05,81.25,2.27,22.68,1.50,2304053
2021-10-06,86.54,1.36,20.35,4.50,2304053
2021-10-07,82.12,1.24,19.71,0.00,2304053
2021-10-08,87.38,0.82,19.85,2.50,2304053
2021-10-09,83.33,1.10,22.34,0.00,2304053
2021-10-10,81.33,2.01,17.23,10.00,2304053
2021-10-11,69.17,1.16,16.65,0.00,2304053
2021-10-12,69.79,1.52,17.13,0.00,2304053
2021-10-13,74.71,1.38,19.98,0.00,2304053
2021-10-14,69.29,1.94,19.98,0.00,2304053
2021-10-15,58.58,2.52,18.46,0.00,2304053
2021-10-16,34.50,4.24,7.00,0.00,2304053
2021-10-17,38.25,1.98,6.93,0.00,2304053
2021-10-18,76.25,1.76,12.22,12.00,2304053
2021-10-19,59.83,2.42,9.74,0.00,2304053
2021-10-20,69.13,1.05,9.12,0.00,2304053
2021-10-21,60.92,1.08,9.71,0.00,2304053
2021-10-22,54.17,1.65,11.31,0.00,2304053
2021-10-23,65.42,1.04,10.94,0.00,2304053
2021-10-24,69.75,1.05,11.37,0.00,2304053
2021-10-25,72.71,1.17,12.00,0.00,2304053
2021-10-26,75.50,1.45,14.72,0.00,2304053
2021-10-27,54.21,1.67,12.60,0.00,2304053
2021-10-28,55.71,1.28,13.12,0.00,2304053
2021-10-29,57.04,1.49,14.76,0.00,2304053
2021-10-30,75.21,1.18,13.71,0.00,2304053
2021-10-31,78.54,1.13,14.74,0.00,2304053
2021-11-01,73.50,1.53,12.53,0.00,2304053
2021-11-02,74.88,1.10,11.28,0.00,2304053
2021-11-03,75.75,1.36,12.67,0.00,2304053
2021-11-04,86.79,1.14,11.71,0.00,2304053
2021-11-05,69.75,0.86,12.91,0.00,2304053
2021-11-06,62.38,1.08,14.31,0.00,2304053
2021-11-07,58.12,2.71,16.35,21.50,2304053
2021-11-08,80.71,3.15,6.14,19.50,2304053
2021-11-09,80.04,1.78,4.71,15.00,2304053
2021-11-10,63.88,2.52,6.10,0.00,2304053
2021-11-11,56.38,2.76,6.38,0.00,2304053
2021-11-12,59.29,1.70,5.06,0.00,2304053
2021-11-13,68.12,1.58,10.41,0.00,2304053
2021-11-14,71.88,1.41,11.35,0.00,2304053
2021-11-15,70.67,0.97,9.44,0.00,2304053
2021-11-16,60.26,1.51,8.35,0.00,2304053
2021-11-17,61.42,1.80,9.05,0.00,2304053
2021-11-18,82.17,1.77,13.20,0.00,2304053
2021-11-19,89.88,1.07,10.93,0.00,2304053
2021-11-20,86.00,0.80,9.55,0.00,2304053
2021-11-21,65.35,2.61,9.80,4.50,2304053
2021-11-22,57.79,3.56,1.59,0.00,2304053
2021-11-23,66.08,2.13,1.07,0.00,2304053
2021-11-24,58.25,1.95,8.55,0.00,2304053
2021-11-25,49.43,1.67,4.78,0.00,2304053
2021-11-26,55.67,1.30,3.50,0.00,2304053
2021-11-27,61.17,0.93,2.73,0.00,2304053
2021-11-28,57.88,0.77,5.58,0.00,2304053
2021-11-29,70.58,1.63,9.23,24.00,2304053
2021-11-30,64.17,5.60,3.62,6.50,2304053
2021-12-01,53.00,2.80,-0.97,0.00,2304053
2021-12-02,60.88,2.63,5.30,2.50,2304053
2021-12-03,47.29,2.35,1.28,0.00,2304053
2021-12-04,49.50,1.53,2.00,0.00,2304053
2021-12-05,61.00,0.99,2.84,0.00,2304053
2021-12-06,60.67,1.44,6.35,0.00,2304053
2021-12-07,73.08,0.95,6.04,0.00,2304053
2021-12-08,72.46,1.07,6.10,0.00,2304053
2021-12-09,66.79,1.22,8.15,0.00,2304053
2021-12-10,86.79,1.21,6.84,0.00,2304053
2021-12-11,76.96,1.47,5.51,0.00,2304053
2021-12-12,43.88,3.51,-0.78,0.00,2304053
