date,humidity,wind_speed,temperature,precipitation,region_id
2021-08-04,77.21,0.90,27.88,0.00,2309071
2021-08-05,71.75,0.89,28.90,0.00,2309071
2021-08-06,72.38,1.13,26.77,0.00,2309071
2021-08-07,69.33,1.15,28.03,0.00,2309071
2021-08-08,81.54,1.02,25.82,1.50,2309071
2021-08-09,58.17,1.67,28.78,0.00,2309071
2021-08-10,74.91,0.88,26.87,0.00,2309071
2021-08-11,88.00,0.56,25.07,35.50,2309071
2021-08-12,73.75,0.76,26.41,0.00,2309071
2021-08-13,71.50,1.30,26.40,0.00,2309071
2021-08-14,55.58,1.85,26.31,0.00,2309071
2021-08-15,58.21,1.32,27.16,0.00,2309071
2021-08-16,66.79,1.00,26.38,0.00,2309071
2021-08-17,80.88,0.96,23.76,18.50,2309071
2021-08-18,64.42,1.88,24.84,8.50,2309071
2021-08-19,68.92,1.09,25.45,0.00,2309071
2021-08-20,73.29,1.30,26.07,2.00,2309071
2021-08-21,89.67,1.53,23.58,61.00,2309071
2021-08-22,86.92,0.70,23.56,0.00,2309071
2021-08-23,90.83,1.44,22.47,14.50,2309071
2021-08-24,93.50,1.49,24.60,7.00,2309071
2021-08-25,89.50,1.15,24.27,0.00,2309071
2021-08-26,89.54,1.18,24.95,0.50,2309071
2021-08-27,95.75,0.47,20.48,1.00,2309071
2021-08-28,86.00,0.80,23.51,1.00,2309071
2021-08-29,89.33,0.49,22.75,0.00,2309071
2021-08-30,87.17,0.49,23.33,0.50,2309071
2021-08-31,93.71,1.65,19.63,87.50,2309071
2021-09-01,76.50,1.38,22.52,0.00,2309071
2021-09-02,80.58,0.99,22.43,1.50,2309071
2021-09-03,62.96,1.28,22.97,0.00,2309071
2021-09-04,55.83,1.69,23.66,0.00,2309071
2021-09-05,58.88,1.98,23.85,0.00,2309071
2021-09-06,82.29,1.96,20.70,26.00,2309071
2021-09-07,95.29,1.04,20.58,13.50,2309071
2021-09-08,85.52,0.71,21.43,0.00,2309071
2021-09-09,84.42,0.69,22.70,0.00,2309071
2021-09-10,84.42,0.72,22.79,0.00,2309071
2021-09-11,76.42,0.85,23.17,0.00,2309071
2021-09-12,75.96,0.92,23.32,0.00,2309071
2021-09-13,70.75,1.22,24.14,0.00,2309071
2021-09-14,62.42,1.47,23.57,0.00,2309071
2021-09-15,58.96,2.07,22.84,0.00,2309071
2021-09-16,65.88,1.55,22.71,0.00,2309071
2021-09-17,67.21,1.50,22.45,0.00,2309071
2021-09-18,76.79,0.85,23.08,0.00,2309071
2021-09-19,70.38,1.08,22.72,0.00,2309071
2021-09-20,73.96,2.14,23.43,25.00,2309071
2021-09-21,87.42,1.37,21.03,23.00,2309071
2021-09-22,76.25,1.31,20.36,0.00,2309071
2021-09-23,76.96,0.92,19.78,0.00,2309071
2021-09-24,69.04,1.10,21.99,0.00,2309071
2021-09-25,76.52,1.11,20.91,0.00,2309071
2021-09-26,65.46,1.11,22.06,0.00,2309071
2021-09-27,78.46,0.78,21.01,0.50,2309071
2021-09-28,86.54,1.03,21.04,8.50,2309071
2021-09-29,97.04,0.53,18.26,7.50,2309071
2021-09-30,84.21,0.99,19.80,0.00,2309071
2021-10-01,81.21,1.07,20.49,4.50,2309071
2021-10-02,87.21,0.57,19.85,0.00,2309071
2021-10-03,78.79,0.95,21.43,0.00,2309071
2021-10-04,84.88,2.18,24.01,0.80,2309071
2021-10-05,85.33,1.52,22.16,2.50,2309071
2021-10-06,92.00,0.85,19.47,4.00,2309071
2021-10-07,90.88,0.23,18.74,0.00,2309071
2021-10-08,90.88,0.72,19.58,2.50,2309071
